Numero nacional;Pokemon;Seccion;Modo;Tablero;Zona;Metodo;Flechas;Porcentaje referencia;Detalle
223;Remoraid;Normal;RANDOM;Zafiro;Lake;Candidato a caza;;;2/3 flechas
223;Remoraid;Normal;RANDOM;Zafiro;Ocean;Candidato a caza;;;2/3 flechas
224;Octillery;Normal;;;;Evolucion;;;Evolucion de Remoraid
225;Delibird;Normal;Gen 2;Ruby;Cave;Caza;2;14,29%;
225;Delibird;Normal;Gen 2;Zafiro;Cave;Caza;2;14,29%;
225;Delibird;Normal;Gen 2;Zafiro;Ice Cave;Caza;2;12,5%;
225;Delibird;Normal;Gen 2;Zafiro;Ice Cave;Caza;3;12,5%;
225;Delibird;Normal;RANDOM;Ruby;Cave;Candidato a caza;;;2 flechas
225;Delibird;Normal;RANDOM;Zafiro;Cave;Candidato a caza;;;2 flechas
225;Delibird;Normal;RANDOM;Zafiro;Ice Cave;Candidato a caza;;;2/3 flechas
226;Mantine;Normal;Gen 2;Ruby;Ocean;Caza;2;14,29%;
226;Mantine;Normal;Gen 2;Ruby;Ocean;Caza;3;25%;
226;Mantine;Normal;Gen 2;Zafiro;Ocean;Caza;2;14,29%;
226;Mantine;Normal;Gen 2;Zafiro;Ocean;Caza;3;25%;
226;Mantine;Normal;Gen 2;Ruby;Ruin;Caza;3;14,08%;
226;Mantine;Normal;Gen 2;Zafiro;Ruin;Caza;3;14,08%;
226;Mantine;Normal;RANDOM;Ruby;Ocean;Candidato a caza;;;2/3 flechas
226;Mantine;Normal;RANDOM;Ruby;Ruin;Candidato a caza;;;3 flechas
226;Mantine;Normal;RANDOM;Zafiro;Ocean;Candidato a caza;;;2/3 flechas
226;Mantine;Normal;RANDOM;Zafiro;Ruin;Candidato a caza;;;3 flechas
226;Mantine;Normal;;;;Evolucion;;;Evolucion de Mantyke
227;Skarmory;Normal;Gen 2;Ruby;Volcano;Caza;3;1,96%;
227;Skarmory;Normal;Gen 2;Ruby;Ruin;Caza;3;1,41%;
227;Skarmory;Normal;Gen 2;Zafiro;Ruin;Caza;3;1,41%;
227;Skarmory;Normal;Gen 3;Ruby;Volcano;Caza;2;1,96%;
227;Skarmory;Normal;Gen 3;Ruby;Volcano;Caza;3;1,96%;
227;Skarmory;Normal;RANDOM;Ruby;Ruin;Candidato a caza;;;3 flechas
227;Skarmory;Normal;RANDOM;Ruby;Volcano;Candidato a caza;;;2/3 flechas
227;Skarmory;Normal;RANDOM;Zafiro;Ruin;Candidato a caza;;;3 flechas
228;Houndour;Normal;Gen 2;Ruby;Volcano;Caza;2;20%;
228;Houndour;Normal;Gen 2;Ruby;Volcano;Caza;3;19,61%;
228;Houndour;Normal;Gen 2;Zafiro;Wilderness;Caza;2;14,29%;
228;Houndour;Normal;Gen 2;Zafiro;Wilderness;Caza;3;12,5%;
228;Houndour;Normal;RANDOM;Ruby;Volcano;Candidato a caza;;;2/3 flechas
228;Houndour;Normal;RANDOM;Zafiro;Wilderness;Candidato a caza;;;2/3 flechas
229;Houndoom;Normal;Gen 2;Ruby;Volcano;Caza;2;20%;
229;Houndoom;Normal;Gen 2;Ruby;Volcano;Caza;3;19,61%;
229;Houndoom;Normal;Gen 2;Ruby;Ruin;Caza;2;16,67%;
229;Houndoom;Normal;Gen 2;Ruby;Ruin;Caza;3;14,08%;
229;Houndoom;Normal;Gen 2;Zafiro;Ruin;Caza;2;16,67%;
229;Houndoom;Normal;Gen 2;Zafiro;Ruin;Caza;3;14,08%;
229;Houndoom;Normal;RANDOM;Ruby;Ruin;Candidato a caza;;;2/3 flechas
229;Houndoom;Normal;RANDOM;Ruby;Volcano;Candidato a caza;;;2/3 flechas
229;Houndoom;Normal;RANDOM;Zafiro;Ruin;Candidato a caza;;;2/3 flechas
229;Houndoom;Normal;;;;Evolucion;;;Evolucion de Houndour
230;Kingdra;Normal;;;;Evolucion;;;Evolucion de Seadra
231;Phanpy;Normal;Gen 2;Zafiro;Wilderness;Caza;2;14,29%;
231;Phanpy;Normal;Gen 2;Zafiro;Wilderness;Caza;3;12,5%;
231;Phanpy;Normal;RANDOM;Zafiro;Wilderness;Candidato a caza;;;2/3 flechas
231;Phanpy;Normal;Gen 1;Ruby;Cualquier zona;Huevo;;8%;
231;Phanpy;Normal;Gen 1;Zafiro;Cualquier zona;Huevo;;8%;
231;Phanpy;Normal;Gen 2;Ruby;Cualquier zona;Huevo;;8%;
231;Phanpy;Normal;Gen 2;Zafiro;Cualquier zona;Huevo;;8%;
231;Phanpy;Normal;Gen 3;Ruby;Cualquier zona;Huevo;;8%;
231;Phanpy;Normal;Gen 3;Zafiro;Cualquier zona;Huevo;;8%;
231;Phanpy;Normal;RANDOM;Ruby;Cualquier zona;Huevo;;5,33%;
231;Phanpy;Normal;RANDOM;Zafiro;Cualquier zona;Huevo;;5,33%;
232;Donphan;Normal;;;;Evolucion;;;Evolucion de Phanpy
233;Porygon2;Normal;;;;Evolucion;;;Evolucion de Porygon
234;Stantler;Normal;Gen 2;Ruby;Plains;Caza;2;12,5%;
234;Stantler;Normal;Gen 2;Ruby;Plains;Caza;3;12,5%;
234;Stantler;Normal;Gen 2;Zafiro;Plains;Caza;2;12,5%;
234;Stantler;Normal;Gen 2;Zafiro;Plains;Caza;3;12,5%;
234;Stantler;Normal;RANDOM;Ruby;Plains;Candidato a caza;;;2/3 flechas
234;Stantler;Normal;RANDOM;Zafiro;Plains;Candidato a caza;;;2/3 flechas
235;Smeargle;Normal;Gen 2;Zafiro;Plains;Caza;3;12,5%;
235;Smeargle;Normal;Gen 2;Ruby;City;Caza;2;12,5%;
235;Smeargle;Normal;Gen 2;Ruby;City;Caza;3;12,5%;
235;Smeargle;Normal;RANDOM;Ruby;City;Candidato a caza;;;2/3 flechas
235;Smeargle;Normal;RANDOM;Zafiro;Plains;Candidato a caza;;;3 flechas
236;Tyrogue;Normal;Gen 2;Ruby;Plains;Caza;3;12,5%;
236;Tyrogue;Normal;RANDOM;Ruby;Plains;Candidato a caza;;;3 flechas
236;Tyrogue;Normal;Gen 2;Ruby;Cualquier zona;Huevo;;8%;
236;Tyrogue;Normal;Gen 2;Zafiro;Cualquier zona;Huevo;;8%;
236;Tyrogue;Normal;RANDOM;Ruby;Cualquier zona;Huevo;;2,67%;
236;Tyrogue;Normal;RANDOM;Zafiro;Cualquier zona;Huevo;;2,67%;
237;Hitmontop;Normal;;;;Evolucion;;;Evolucion de Tyrogue (segun zona y las ramas pendientes en la Pokedex)
238;Smoochum;Normal;Gen 2;Zafiro;Wilderness;Caza;3;12,5%;
238;Smoochum;Normal;Gen 2;Zafiro;Ice Cave;Caza;2;12,5%;
238;Smoochum;Normal;Gen 2;Zafiro;Ice Cave;Caza;3;12,5%;
238;Smoochum;Normal;RANDOM;Zafiro;Ice Cave;Candidato a caza;;;2/3 flechas
238;Smoochum;Normal;RANDOM;Zafiro;Wilderness;Candidato a caza;;;3 flechas
238;Smoochum;Normal;Gen 2;Ruby;Cualquier zona;Huevo;;8%;
238;Smoochum;Normal;Gen 2;Zafiro;Cualquier zona;Huevo;;8%;
238;Smoochum;Normal;RANDOM;Ruby;Cualquier zona;Huevo;;2,67%;
238;Smoochum;Normal;RANDOM;Zafiro;Cualquier zona;Huevo;;2,67%;
239;Elekid;Normal;Gen 2;Zafiro;Wilderness;Caza;2;14,29%;
239;Elekid;Normal;RANDOM;Zafiro;Wilderness;Candidato a caza;;;2 flechas
239;Elekid;Normal;Gen 2;Ruby;Cualquier zona;Huevo;;8%;
239;Elekid;Normal;Gen 2;Zafiro;Cualquier zona;Huevo;;8%;
239;Elekid;Normal;Gen 4;Ruby;Cualquier zona;Huevo;;4%;
239;Elekid;Normal;Gen 4;Zafiro;Cualquier zona;Huevo;;4%;
239;Elekid;Normal;RANDOM;Ruby;Cualquier zona;Huevo;;4%;
239;Elekid;Normal;RANDOM;Zafiro;Cualquier zona;Huevo;;4%;
240;Magby;Normal;Gen 2;Ruby;Volcano;Caza;2;20%;
240;Magby;Normal;Gen 2;Ruby;Volcano;Caza;3;19,61%;
240;Magby;Normal;RANDOM;Ruby;Volcano;Candidato a caza;;;2/3 flechas
240;Magby;Normal;Gen 2;Ruby;Cualquier zona;Huevo;;8%;
240;Magby;Normal;Gen 2;Zafiro;Cualquier zona;Huevo;;8%;
240;Magby;Normal;Gen 4;Ruby;Cualquier zona;Huevo;;4%;
240;Magby;Normal;Gen 4;Zafiro;Cualquier zona;Huevo;;4%;
240;Magby;Normal;RANDOM;Ruby;Cualquier zona;Huevo;;4%;
240;Magby;Normal;RANDOM;Zafiro;Cualquier zona;Huevo;;4%;
241;Miltank;Normal;Gen 2;Ruby;Plains;Caza;2;12,5%;
241;Miltank;Normal;Gen 2;Ruby;Plains;Caza;3;12,5%;
241;Miltank;Normal;Gen 2;Zafiro;Plains;Caza;2;12,5%;
241;Miltank;Normal;Gen 2;Zafiro;Plains;Caza;3;12,5%;
241;Miltank;Normal;Gen 2;Ruby;City;Caza;3;12,5%;
241;Miltank;Normal;RANDOM;Ruby;City;Candidato a caza;;;3 flechas
241;Miltank;Normal;RANDOM;Ruby;Plains;Candidato a caza;;;2/3 flechas
241;Miltank;Normal;RANDOM;Zafiro;Plains;Candidato a caza;;;2/3 flechas
242;Blissey;Normal;;;;Evolucion;;;Evolucion de Chansey
243;Raikou;Especial;;;;Especial;;;Gen 2, Ruby: cualquier zona, 5% compartido entre las bestias disponibles. En Safari Zone, desde 10 capturas/evoluciones en partida: 20% para este Pokemon y 5% compartido entre las otras bestias.
244;Entei;Especial;;;;Especial;;;Gen 2, Ruby: cualquier zona, 5% compartido entre las bestias disponibles. En Volcano, desde 10 capturas/evoluciones en partida: 20% para este Pokemon y 5% compartido entre las otras bestias.
245;Suicune;Especial;;;;Especial;;;Gen 2, Ruby: cualquier zona, 5% compartido entre las bestias disponibles. En Ocean, desde 10 capturas/evoluciones en partida: 20% para este Pokemon y 5% compartido entre las otras bestias.
246;Larvitar;Normal;Gen 2;Ruby;Cave;Caza;2;14,29%;
246;Larvitar;Normal;Gen 2;Ruby;Cave;Caza;3;14,29%;
246;Larvitar;Normal;Gen 2;Zafiro;Cave;Caza;2;14,29%;
246;Larvitar;Normal;Gen 2;Zafiro;Cave;Caza;3;14,29%;
246;Larvitar;Normal;Gen 2;Zafiro;Ice Cave;Caza;2;12,5%;
246;Larvitar;Normal;Gen 2;Zafiro;Ice Cave;Caza;3;12,5%;
246;Larvitar;Normal;RANDOM;Ruby;Cave;Candidato a caza;;;2/3 flechas
246;Larvitar;Normal;RANDOM;Zafiro;Cave;Candidato a caza;;;2/3 flechas
246;Larvitar;Normal;RANDOM;Zafiro;Ice Cave;Candidato a caza;;;2/3 flechas
247;Pupitar;Normal;;;;Evolucion;;;Evolucion de Larvitar
248;Tyranitar;Normal;;;;Evolucion;;;Evolucion de Pupitar
249;Lugia;Especial;;;;Especial;;;Gen 2, Zafiro, cualquier zona: Suicune, Raikou y Entei capturados en la Pokedex y al menos 20 capturas/evoluciones en la partida. 25%.
250;Ho-Oh;Especial;;;;Especial;;;Gen 2, Ruby, cualquier zona: Suicune, Raikou y Entei capturados en la Pokedex y al menos 20 capturas/evoluciones en la partida. 25%.
251;Celebi;Especial;;;;Especial;;;Gen 2, ambos tableros, Forest: al menos 15 capturas/evoluciones en la partida. 25%.
252;Treecko;Normal;Gen 3;Ruby;Forest;Caza;3;14,08%;
252;Treecko;Normal;RANDOM;Ruby;Forest;Candidato a caza;;;3 flechas
253;Grovyle;Normal;;;;Evolucion;;;Evolucion de Treecko
254;Sceptile;Normal;;;;Evolucion;;;Evolucion de Grovyle
255;Torchic;Normal;Gen 3;Ruby;Volcano;Caza;3;19,61%;
255;Torchic;Normal;RANDOM;Ruby;Volcano;Candidato a caza;;;3 flechas
256;Combusken;Normal;;;;Evolucion;;;Evolucion de Torchic
257;Blaziken;Normal;;;;Evolucion;;;Evolucion de Combusken
258;Mudkip;Normal;Gen 3;Zafiro;Lake;Caza;3;19,61%;
258;Mudkip;Normal;RANDOM;Zafiro;Lake;Candidato a caza;;;3 flechas
259;Marshtomp;Normal;;;;Evolucion;;;Evolucion de Mudkip
260;Swampert;Normal;;;;Evolucion;;;Evolucion de Marshtomp
261;Poochyena;Normal;Gen 3;Ruby;Plains;Caza;2;16,39%;
261;Poochyena;Normal;Gen 3;Ruby;Plains;Caza;3;19,61%;
261;Poochyena;Normal;Gen 3;Zafiro;Plains;Caza;2;16,39%;
261;Poochyena;Normal;Gen 3;Zafiro;Plains;Caza;3;14,08%;
261;Poochyena;Normal;RANDOM;Ruby;Plains;Candidato a caza;;;2/3 flechas
261;Poochyena;Normal;RANDOM;Zafiro;Plains;Candidato a caza;;;2/3 flechas
262;Mightyena;Normal;;;;Evolucion;;;Evolucion de Poochyena
263;Zigzagoon;Normal;Gen 3;Ruby;Forest;Caza;2;16,39%;
263;Zigzagoon;Normal;Gen 3;Ruby;City;Caza;2;14,08%;
263;Zigzagoon;Normal;RANDOM;Ruby;City;Candidato a caza;;;2 flechas
263;Zigzagoon;Normal;RANDOM;Ruby;Forest;Candidato a caza;;;2 flechas
264;Linoone;Normal;;;;Evolucion;;;Evolucion de Zigzagoon
265;Wurmple;Normal;Gen 1;Ruby;Cualquier zona;Huevo;;4%;
265;Wurmple;Normal;Gen 1;Zafiro;Cualquier zona;Huevo;;4%;
265;Wurmple;Normal;Gen 3;Ruby;Cualquier zona;Huevo;;4%;
265;Wurmple;Normal;Gen 3;Zafiro;Cualquier zona;Huevo;;4%;
265;Wurmple;Normal;RANDOM;Ruby;Cualquier zona;Huevo;;1,33%;
265;Wurmple;Normal;RANDOM;Zafiro;Cualquier zona;Huevo;;1,33%;
266;Silcoon;Normal;Gen 3;Ruby;Forest;Caza;2;16,39%;
266;Silcoon;Normal;Gen 3;Ruby;Forest;Caza;3;14,08%;
266;Silcoon;Normal;Gen 3;Zafiro;Forest;Caza;2;19,61%;
266;Silcoon;Normal;Gen 3;Zafiro;Forest;Caza;3;14,08%;
266;Silcoon;Normal;RANDOM;Ruby;Forest;Candidato a caza;;;2/3 flechas
266;Silcoon;Normal;RANDOM;Zafiro;Forest;Candidato a caza;;;2/3 flechas
266;Silcoon;Normal;;;;Evolucion;;;"Evolucion de Wurmple (prioridad si falta en la Pokedex; si ambas ramas estan capturadas, Ruby)"
267;Beautifly;Normal;;;;Evolucion;;;Evolucion de Silcoon
268;Cascoon;Normal;Gen 3;Ruby;Forest;Caza;2;16,39%;
268;Cascoon;Normal;Gen 3;Ruby;Forest;Caza;3;14,08%;
268;Cascoon;Normal;Gen 3;Zafiro;Forest;Caza;2;19,61%;
268;Cascoon;Normal;Gen 3;Zafiro;Forest;Caza;3;14,08%;
268;Cascoon;Normal;RANDOM;Ruby;Forest;Candidato a caza;;;2/3 flechas
268;Cascoon;Normal;RANDOM;Zafiro;Forest;Candidato a caza;;;2/3 flechas
268;Cascoon;Normal;;;;Evolucion;;;"Evolucion de Wurmple (si Silcoon esta capturado y falta Cascoon; si ambas ramas estan capturadas, Zafiro)"
269;Dustox;Normal;;;;Evolucion;;;Evolucion de Cascoon
270;Lotad;Normal;Gen 1;Zafiro;Cualquier zona;Huevo;;4%;
270;Lotad;Normal;Gen 3;Zafiro;Cualquier zona;Huevo;;4%;
270;Lotad;Normal;RANDOM;Zafiro;Cualquier zona;Huevo;;1,33%;
271;Lombre;Normal;Gen 3;Zafiro;Lake;Caza;2;19,61%;
271;Lombre;Normal;Gen 3;Zafiro;Lake;Caza;3;19,61%;
271;Lombre;Normal;RANDOM;Zafiro;Lake;Candidato a caza;;;2/3 flechas
271;Lombre;Normal;;;;Evolucion;;;Evolucion de Lotad
272;Ludicolo;Normal;;;;Evolucion;;;Evolucion de Lombre
273;Seedot;Normal;Gen 1;Ruby;Cualquier zona;Huevo;;4%;
273;Seedot;Normal;Gen 3;Ruby;Cualquier zona;Huevo;;4%;
273;Seedot;Normal;RANDOM;Ruby;Cualquier zona;Huevo;;1,33%;
274;Nuzleaf;Normal;;;;Evolucion;;;Evolucion de Seedot
275;Shiftry;Normal;;;;Evolucion;;;Evolucion de Nuzleaf
276;Taillow;Normal;Gen 3;Ruby;Plains;Caza;2;16,39%;
276;Taillow;Normal;Gen 3;Ruby;Plains;Caza;3;19,61%;
276;Taillow;Normal;Gen 3;Zafiro;Plains;Caza;2;16,39%;
276;Taillow;Normal;Gen 3;Zafiro;Plains;Caza;3;14,08%;
276;Taillow;Normal;Gen 3;Ruby;City;Caza;2;14,08%;
276;Taillow;Normal;RANDOM;Ruby;City;Candidato a caza;;;2 flechas
276;Taillow;Normal;RANDOM;Ruby;Plains;Candidato a caza;;;2/3 flechas
276;Taillow;Normal;RANDOM;Zafiro;Plains;Candidato a caza;;;2/3 flechas
277;Swellow;Normal;;;;Evolucion;;;Evolucion de Taillow
278;Wingull;Normal;Gen 3;Ruby;Ocean;Caza;2;19,61%;
278;Wingull;Normal;Gen 3;Zafiro;Ocean;Caza;2;19,61%;
278;Wingull;Normal;RANDOM;Ruby;Ocean;Candidato a caza;;;2 flechas
278;Wingull;Normal;RANDOM;Zafiro;Ocean;Candidato a caza;;;2 flechas
279;Pelipper;Normal;;;;Evolucion;;;Evolucion de Wingull
280;Ralts;Normal;Gen 1;Ruby;Cualquier zona;Huevo;;4%;
280;Ralts;Normal;Gen 1;Zafiro;Cualquier zona;Huevo;;4%;
280;Ralts;Normal;Gen 3;Ruby;Cualquier zona;Huevo;;4%;
280;Ralts;Normal;Gen 3;Zafiro;Cualquier zona;Huevo;;4%;
280;Ralts;Normal;Gen 4;Ruby;Cualquier zona;Huevo;;4%;
280;Ralts;Normal;Gen 4;Zafiro;Cualquier zona;Huevo;;4%;
280;Ralts;Normal;RANDOM;Ruby;Cualquier zona;Huevo;;2,67%;
280;Ralts;Normal;RANDOM;Zafiro;Cualquier zona;Huevo;;2,67%;
281;Kirlia;Normal;;;;Evolucion;;;Evolucion de Ralts
282;Gardevoir;Normal;;;;Evolucion;;;"Evolucion de Kirlia (rama base; en Gen 4/RANDOM se prioriza si falta y se elige en Ruby si ambas estan capturadas)"
283;Surskit;Normal;Gen 1;Zafiro;Cualquier zona;Huevo;;4%;
283;Surskit;Normal;Gen 3;Zafiro;Cualquier zona;Huevo;;4%;
283;Surskit;Normal;RANDOM;Zafiro;Cualquier zona;Huevo;;1,33%;
284;Masquerain;Normal;;;;Evolucion;;;Evolucion de Surskit
285;Shroomish;Normal;Gen 1;Ruby;Cualquier zona;Huevo;;4%;
285;Shroomish;Normal;Gen 3;Ruby;Cualquier zona;Huevo;;4%;
285;Shroomish;Normal;RANDOM;Ruby;Cualquier zona;Huevo;;1,33%;
286;Breloom;Normal;;;;Evolucion;;;Evolucion de Shroomish
287;Slakoth;Normal;Gen 3;Ruby;Forest;Caza;2;16,39%;
287;Slakoth;Normal;Gen 3;Ruby;Forest;Caza;3;14,08%;
287;Slakoth;Normal;Gen 3;Zafiro;Forest;Caza;2;19,61%;
287;Slakoth;Normal;Gen 3;Zafiro;Forest;Caza;3;14,08%;
287;Slakoth;Normal;RANDOM;Ruby;Forest;Candidato a caza;;;2/3 flechas
287;Slakoth;Normal;RANDOM;Zafiro;Forest;Candidato a caza;;;2/3 flechas
288;Vigoroth;Normal;;;;Evolucion;;;Evolucion de Slakoth
289;Slaking;Normal;;;;Evolucion;;;Evolucion de Vigoroth
290;Nincada;Normal;Gen 3;Ruby;Forest;Caza;3;14,08%;
290;Nincada;Normal;Gen 3;Zafiro;Forest;Caza;3;14,08%;
290;Nincada;Normal;RANDOM;Ruby;Forest;Candidato a caza;;;3 flechas
290;Nincada;Normal;RANDOM;Zafiro;Forest;Candidato a caza;;;3 flechas
291;Ninjask;Normal;;;;Evolucion;;;Evolucion de Nincada (se registra al evolucionar Nincada)
292;Shedinja;Normal;;;;Evolucion;;;Evolucion de Nincada (se registra adicionalmente al evolucionar Nincada)
293;Whismur;Normal;Gen 1;Ruby;Cualquier zona;Huevo;;4%;
293;Whismur;Normal;Gen 1;Zafiro;Cualquier zona;Huevo;;4%;
293;Whismur;Normal;Gen 3;Ruby;Cualquier zona;Huevo;;4%;
293;Whismur;Normal;Gen 3;Zafiro;Cualquier zona;Huevo;;4%;
293;Whismur;Normal;RANDOM;Ruby;Cualquier zona;Huevo;;1,33%;
293;Whismur;Normal;RANDOM;Zafiro;Cualquier zona;Huevo;;1,33%;
294;Loudred;Normal;Gen 3;Ruby;Cave;Caza;2;16,39%;
294;Loudred;Normal;Gen 3;Ruby;Cave;Caza;3;19,61%;
294;Loudred;Normal;Gen 3;Zafiro;Cave;Caza;2;19,61%;
294;Loudred;Normal;Gen 3;Zafiro;Cave;Caza;3;16,39%;
294;Loudred;Normal;RANDOM;Ruby;Cave;Candidato a caza;;;2/3 flechas
294;Loudred;Normal;RANDOM;Zafiro;Cave;Candidato a caza;;;2/3 flechas
294;Loudred;Normal;;;;Evolucion;;;Evolucion de Whismur
295;Exploud;Normal;;;;Evolucion;;;Evolucion de Loudred
296;Makuhita;Normal;Gen 3;Zafiro;Cave;Caza;2;19,61%;
296;Makuhita;Normal;Gen 3;Zafiro;Cave;Caza;3;16,39%;
296;Makuhita;Normal;RANDOM;Zafiro;Cave;Candidato a caza;;;2/3 flechas
297;Hariyama;Normal;;;;Evolucion;;;Evolucion de Makuhita
298;Azurill;Normal;Gen 1;Zafiro;Cualquier zona;Huevo;;8%;
298;Azurill;Normal;Gen 3;Zafiro;Cualquier zona;Huevo;;8%;
298;Azurill;Normal;RANDOM;Zafiro;Cualquier zona;Huevo;;2,67%;
299;Nosepass;Normal;Gen 3;Ruby;Cave;Caza;2;1,64%;
299;Nosepass;Normal;Gen 3;Ruby;Cave;Caza;3;1,96%;
299;Nosepass;Normal;Gen 3;Zafiro;Cave;Caza;2;1,96%;
299;Nosepass;Normal;Gen 3;Zafiro;Cave;Caza;3;1,64%;
299;Nosepass;Normal;Gen 3;Zafiro;Ice Cave;Caza;2;1,92%;
299;Nosepass;Normal;Gen 3;Zafiro;Ice Cave;Caza;3;1,61%;
299;Nosepass;Normal;Gen 4;Ruby;Cave;Caza;2;1,41%;
299;Nosepass;Normal;Gen 4;Ruby;Cave;Caza;3;1,41%;
299;Nosepass;Normal;Gen 4;Zafiro;Cave;Caza;2;1,41%;
299;Nosepass;Normal;Gen 4;Zafiro;Cave;Caza;3;1,41%;
299;Nosepass;Normal;Gen 4;Ruby;Volcano;Caza;3;1,41%;
299;Nosepass;Normal;RANDOM;Ruby;Cave;Candidato a caza;;;2/3 flechas
299;Nosepass;Normal;RANDOM;Ruby;Volcano;Candidato a caza;;;3 flechas
299;Nosepass;Normal;RANDOM;Zafiro;Cave;Candidato a caza;;;2/3 flechas
299;Nosepass;Normal;RANDOM;Zafiro;Ice Cave;Candidato a caza;;;2/3 flechas
300;Skitty;Normal;Gen 3;Ruby;City;Caza;2;14,08%;
300;Skitty;Normal;RANDOM;Ruby;City;Candidato a caza;;;2 flechas
300;Skitty;Normal;Gen 1;Ruby;Cualquier zona;Huevo;;8%;
300;Skitty;Normal;Gen 3;Ruby;Cualquier zona;Huevo;;8%;
300;Skitty;Normal;RANDOM;Ruby;Cualquier zona;Huevo;;2,67%;
301;Delcatty;Normal;;;;Evolucion;;;Evolucion de Skitty
302;Sableye;Normal;Gen 3;Zafiro;Cave;Caza;3;16,39%;
302;Sableye;Normal;RANDOM;Zafiro;Cave;Candidato a caza;;;3 flechas
303;Mawile;Normal;Gen 3;Ruby;Cave;Caza;2;16,39%;
303;Mawile;Normal;RANDOM;Ruby;Cave;Candidato a caza;;;2 flechas
304;Aron;Normal;Gen 3;Zafiro;Ice Cave;Caza;2;19,23%;
304;Aron;Normal;Gen 3;Zafiro;Ice Cave;Caza;3;16,13%;
304;Aron;Normal;RANDOM;Zafiro;Ice Cave;Candidato a caza;;;2/3 flechas
304;Aron;Normal;Gen 1;Ruby;Cualquier zona;Huevo;;4%;
304;Aron;Normal;Gen 1;Zafiro;Cualquier zona;Huevo;;4%;
304;Aron;Normal;Gen 3;Ruby;Cualquier zona;Huevo;;4%;
304;Aron;Normal;Gen 3;Zafiro;Cualquier zona;Huevo;;4%;
304;Aron;Normal;RANDOM;Ruby;Cualquier zona;Huevo;;1,33%;
304;Aron;Normal;RANDOM;Zafiro;Cualquier zona;Huevo;;1,33%;
305;Lairon;Normal;Gen 3;Zafiro;Ice Cave;Caza;3;16,13%;
305;Lairon;Normal;RANDOM;Zafiro;Ice Cave;Candidato a caza;;;3 flechas
305;Lairon;Normal;;;;Evolucion;;;Evolucion de Aron
306;Aggron;Normal;;;;Evolucion;;;Evolucion de Lairon
307;Meditite;Normal;Gen 3;Zafiro;Wilderness;Caza;2;19,61%;
307;Meditite;Normal;Gen 3;Zafiro;Wilderness;Caza;3;19,61%;
307;Meditite;Normal;RANDOM;Zafiro;Wilderness;Candidato a caza;;;2/3 flechas
308;Medicham;Normal;;;;Evolucion;;;Evolucion de Meditite
309;Electrike;Normal;Gen 3;Ruby;Plains;Caza;2;16,39%;
309;Electrike;Normal;Gen 3;Zafiro;Plains;Caza;2;16,39%;
309;Electrike;Normal;Gen 3;Ruby;City;Caza;2;14,08%;
309;Electrike;Normal;Gen 3;Ruby;City;Caza;3;16,13%;
309;Electrike;Normal;RANDOM;Ruby;City;Candidato a caza;;;2/3 flechas
309;Electrike;Normal;RANDOM;Ruby;Plains;Candidato a caza;;;2 flechas
309;Electrike;Normal;RANDOM;Zafiro;Plains;Candidato a caza;;;2 flechas
310;Manectric;Normal;;;;Evolucion;;;Evolucion de Electrike
311;Plusle;Normal;Gen 3;Ruby;City;Caza;3;16,13%;
311;Plusle;Normal;RANDOM;Ruby;City;Candidato a caza;;;3 flechas
311;Plusle;Normal;Gen 1;Ruby;Cualquier zona;Huevo;;4%;
311;Plusle;Normal;Gen 3;Ruby;Cualquier zona;Huevo;;4%;
311;Plusle;Normal;RANDOM;Ruby;Cualquier zona;Huevo;;1,33%;
312;Minun;Normal;Gen 3;Ruby;City;Caza;3;16,13%;
312;Minun;Normal;RANDOM;Ruby;City;Candidato a caza;;;3 flechas
312;Minun;Normal;Gen 1;Ruby;Cualquier zona;Huevo;;4%;
312;Minun;Normal;Gen 3;Ruby;Cualquier zona;Huevo;;4%;
312;Minun;Normal;RANDOM;Ruby;Cualquier zona;Huevo;;1,33%;
313;Volbeat;Normal;Gen 3;Zafiro;Plains;Caza;3;14,08%;
313;Volbeat;Normal;RANDOM;Zafiro;Plains;Candidato a caza;;;3 flechas
314;Illumise;Normal;Gen 3;Ruby;Plains;Caza;2;16,39%;
314;Illumise;Normal;RANDOM;Ruby;Plains;Candidato a caza;;;2 flechas
315;Roselia;Normal;Gen 3;Ruby;Forest;Caza;2;16,39%;
315;Roselia;Normal;Gen 3;Ruby;Forest;Caza;3;14,08%;
315;Roselia;Normal;Gen 3;Zafiro;Forest;Caza;2;19,61%;
315;Roselia;Normal;Gen 3;Zafiro;Forest;Caza;3;14,08%;
315;Roselia;Normal;RANDOM;Ruby;Forest;Candidato a caza;;;2/3 flechas
315;Roselia;Normal;RANDOM;Zafiro;Forest;Candidato a caza;;;2/3 flechas
315;Roselia;Normal;;;;Evolucion;;;Evolucion de Budew
316;Gulpin;Normal;Gen 3;Ruby;City;Caza;2;14,08%;
316;Gulpin;Normal;RANDOM;Ruby;City;Candidato a caza;;;2 flechas
316;Gulpin;Normal;Gen 1;Zafiro;Cualquier zona;Huevo;;8%;
316;Gulpin;Normal;Gen 3;Zafiro;Cualquier zona;Huevo;;8%;
316;Gulpin;Normal;RANDOM;Zafiro;Cualquier zona;Huevo;;2,67%;
317;Swalot;Normal;;;;Evolucion;;;Evolucion de Gulpin
318;Carvanha;Normal;Gen 3;Ruby;Ocean;Caza;2;19,61%;
